input,output
リストの中から最初の奇数と偶数の数を見つけ、それらの和を求めるPythonの関数を書いてください。,"def sum_first_even_odd(lst):
    first_even = next((x for x in lst if x % 2 == 0), -1)
    first_odd = next((x for x in lst if x % 2 != 0), -1)
    return first_even + first_odd"
サブグラフ内のエンティティ間に因果関係のエッジを追加する,"expand_internal_causal(universe, graph, edge_predicates=is_causal_relation)"
リスト`nl_tokens`内の単語を連結して1つの文字列として表示する,' '.join(nl_tokens)
リスト`data`の各要素の長さを計算し、その結果をリストとして返す,[len(x) for x in data]
ファイル 'test.txt' を開き、内容を変数 'text' に読み込む,"with open('test.txt', 'r') as f: text = f.read()"
リスト`river_list`の中にある固有名詞を抽出する,[item for item in river_list if item.isupper()]
スーパーマーケットで最も時間を費やすアイルを答えてください,"print(['produce', 'meat', 'frozen foods', 'magazines', 'dairy products', 'cereal'])"
ネストされたリスト`li`の最大値と最小値を求める,"max(li), min(li)"
指定された16進数の値をEAXレジスタにロードする,eax = 0x0b
URLを提供する際にプレフィックスを追加する,"def func(s, prefixPipeline):
    url, err = s.AssetPipeline.AssetUrl(name)
    if err != nil:
        return '', err
    return prefixPipeline + url, nil"
ファイル`file.txt`の内容を読み出し、行毎の長さを表示する,"with open('file.txt', 'r') as f: for line in f: print(len(line))"
ダウンロードしたJSONデータの'translation.en'フィールドの内容を表示する,print(data['translation.en'])
2つの整数の最大公約数(GCD)を再帰的に求める関数を書いてください,"def gcd(a, b):
    if b == 0:
        return a
    else:
        return gcd(b, a % b)"
データベースの設定を表示する,print(settings.DATABASES)
リストの各要素に対して、ソケットを設定する,for s in sockets: s.setSocket(socket)
リストの要素を逆順に表示する,reversed(li)
線形回帰を使い、SamplePairsからスロープと切片の値を計算する,"slope, intercept = linearRegression(SamplePairs, interceptTime)"
リストの要素の平均値を計算する,sum(li) / len(li)
指定されたデータベースの設定を表示する,print(settings.DATABASES)
ある王朝の系譜を表示する。このとき、前の王朝は'Liu Song dynasty'、次の王朝は'Liang dynasty'である。,"query = '''
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX : <http://rdf.freebase.com/ns/>
SELECT ?x0 WHERE {
  ?x0 :type.object.type :royalty.royal_line .
  ?x0 :royalty.royal_line.preceded_by :m.0fpw1 .
  ?x0 :royalty.royal_line.succeeded_by :m.027tqs .
}
'''
result = execute_sparql_query(query)
print(result['x0'])"
設定ファイルから見つかった引数を解析する。settings.trueをTrueに、settings.falseをFalseに変換する,"def parseargs(self, argstr):
    argv = shlex.split(argstr, comments=True)
    if len(argv) != 1:
        raise BadNumberOfArguments(1, len(argv))
    return self.true if argv[0].lower() == 'true' else self.false if argv[0].lower() == 'false' else argv[0]"
リストの要素数を求める,len(li)
tweepyインスタンス`api`を使い、ユーザー`user_name`のタイムラインを取得する,api.user_timeline(screen_name=user_name)
リスト内の重複した要素を削除し、一意の要素のみを持つリストを作成する,list(set(li))
ツリーの高さを計算する関数を書いてください,"def max_height(node):
    if node is None:
        return 0
    else:
        left_height = max_height(node.left)
        right_height = max_height(node.right)
        return max(left_height, right_height) + 1"
リストdocumentsの長さを取得する,len(documents)
文字列`str`からアルファベットだけを抽出し、大文字に変換して表示する,"import re
print(''.join(re.findall(r'[a-zA-Z]', str)).upper())"
リバーに流れ込むリバーの名称を答えてください,Vychegda
16進数`0x37373333`をスタックにプッシュする,push 0x37373333
ネパール語からの翻訳文を出力する,print(translation.ne)
ある国の第二レベルの行政区分にSalcedoが含まれている場合、その国の通貨は何か,print(pycountry.countries.get(name='Dominican Republic').currency_name)
ディクショナリ`data`から'translation.bs'の値を取得する,data['translation.bs']
文字列`pkey_string`をハッシュに変換する,"def pkey_string_to_hash(pkey_string):
    # https://github.com/gomo/dynamic_scaffold/pull/9/commits/ff5de0e38b3544347e82539c45ffd2efaf3410da
    # Stop support multiple pkey, on this commit.
    # Convert ""key:1,code:foo"" to {key: ""1"", code: ""foo""}"
曲線の軌道が時空間に現れるとき、それはどのような線として見えるか,geodesic
ファイル'test.txt'の内容をリストとして読み込む,"with open('test.txt', 'r') as f: content = f.readlines()"
Тюмень является административным центром какой области в России?,Тюменской области
ロシアの川「Большая Кокшага」が流れる流域を特定する,print('Большая Кокшага')
モデルの外部コンパートメントを見つける,"def find_external_compartment(model):
    if model.boundary:
        counts = pd.Series([r.compartments[0] for r in model.boundary])"
ファイル'data.txt'から読み取った文字列`s`について、出現頻度の高い上位`a`個の文字とその出現回数を取得する,"from collections import Counter
def most_common_elem(s, a):
  return Counter(s).most_common(a)"
ファイル'test.jpg'の画像サイズを変更する,"from PIL import Image
img = Image.open('test.jpg')
img.resize((800, 600)).save('test_resized.jpg')"
リストのアイテムを昇順でソートする,sorted(li)
指定されたスコープから`module.exports`の参照を取得する,"def getModuleExportsNodes(scope):
    variable = scope.set.get(""module"")
    if variable == None:
        return []
    return variable.refe"
リストの子要素を反復処理し、各要素をレンダリングする,"for child in flattened_children: render_child(child, options)"
ブロックハッシュ`blockhash`が既にチェーンに含まれているか、キューに含まれているかを確認する,"if blockhash in @chain or any([(b.header.full_hash == blockhash) for b, p in @block_queue.queue])"
文中第三个空白处应该填写的词语是：,尽管……但是……
リストの中の辞書オブジェクト`obj`の各要素の`_wStyle`、`_cLine`、`_dxMin`プロパティを表示する,for item in obj: print(f'  ._wStyle: {item._wStyle}\n  ._cLine: {item._cLine}\n  ._dxMin: {item._dxMin}')
Javaの配列`javaArray`をイテレーターを使ってストレージにコピーする,for aJa in javaArray: iter.setNext(aJa)
Android Widgetの中のTextBoxからテキストを取得する,"editText = findViewById(R.id.yourId)
editTextStr = editText.getText().toString()"
リスト`arr`の中から最大の連続しない3つの要素の和を求める,"def max_sum_of_three_consecutive(arr, n):
    dp = [0] * n
    if n >= 1:
        dp[0] = arr[0]
    if n >= 2:
        dp[1] = max(arr[0], arr[1])
    for i in range(2, n):
        dp[i] = max(dp[i-1], dp[i-2] + arr[i])
    return dp[n-1]"
JSON オブジェクト内の 'translation.en' フィールドの値を表示する,print(json_obj['translation.en'])
Java配列を文字列として出力する,print(Arrays.toString(array))
リストの中から最大値を求める,max(li)
カスタムリソースに使用するネームスペースを返す,"func (c *ClusterClient) Namespace() string {
    if c.CustomData != nil && c.CustomData[namespaceClusterKey] != """" {
        return c.CustomData[namespaceClusterKey]
    }
    return ""default""
}"
リスト`array`の中にある要素のタプルを展開する,tuple(array)
リスト`inputs`内の重複する要素を削除し、対応するリスト`outputs`の中から最大の値を出力する,"inputs_set = set(map(tuple, inputs)) outputs = [max(out for inp, out in zip(inputs, outputs) if tuple(inp) in inputs_set)]"
ネストされているリスト'li'を見やすく表示する,pprint.pprint(li)
2次元リスト`rows`の各行を空白で連結し、1つの文字列にする,"'
'.join([' '.join(row) for row in rows])"
Pythonで、リストli内の要素の頻度をカウントする,"from collections import Counter
Counter(li)"
Липецкой области находится в составе какого региона России?,"print(""Липецкая область - субъект в составе Российской Федерации."")"
ツイート内の単語の出現回数を調べる,"from collections import Counter
text = tweet.text
word_counts = Counter(text.split())"
指定されたデータベース設定を表示する,print(settings.DATABASES)
リスト`numbers`から最小値を見つける,min(numbers)
ベラルーシの河川「スリチ」について、その流入河川を特定する,print('Pripyat')
メソッド'modify'を使い、辞書型'tree'の既存のエントリを変更し、成功したかどうかを示すブール値を返す,"def modify(key, value, tree):
    if key in tree:
        tree[key] = value
        return True
    return False"
データベースのテーブル'users'の全てのレコードを取得する,User.objects.all()
一つの場所を挙げてください。その場所で他人にアプローチするのは失礼とみなされるでしょう。,courtroom
FFmpeg関数`sub_left_prediction`の引数`w`と`left`の値を使って、適切なPythonコードを生成する,"def sub_left_prediction(s, dst, src, w, left):
    if s.bps <= 8:
        if w < 32:
            for i in range(w):
                pass"
"対話IDが'111'の発話`""draw the line across an--""`を表示する","print(Dialogue_ID == '111' and Utterance == '""draw the line across an--""')"
リストのアイテムを昇順にソートし、その結果を表示する,sorted(li)
ファイル'test.txt'を開き、その内容を表示する,"with open('test.txt', 'r') as f: print(f.read())"
共有フォルダの状態を変更する関数`SetSharedFolderState`を使う,"SetSharedFolderState(name, hostpath, options)"
リスト`nums`から3つの数の最大積を求める,"import heapq
a, b = heapq.nlargest(3, nums), heapq.nsmallest(2, nums)
return max(a[0] * a[1] * a[2], a[0] * b[0] * b[1])"
座標リスト`coordinates`の緯度経度を入れ替える,"def swap_lat_lon(coordinates):
    return [[y, x] for polygon in coordinates for x, y in polygon]"
データベースのテーブル`user`から、`name`列の値が`'John'`のレコードを取得する,User.objects.filter(name='John')
データベースの設定を表示する,print(settings.DATABASES)
辞書`data`の値を昇順でソートし、結果をリストで返す,sorted(data.values())
ファイル名`name`と辞書型`hash`を受け取り、ファイル名.jsonとしてハッシュをjsonエンコードして書き込む,"file_name = os.path.join(@db_dir, name + '.json')
try:
    with open(file_name, 'w') as f:
        json.dump(hash, f)"
Slovene文字列`sentence_words`に含まれるMetaphoric Roleの種類を表示する,"import json
met_type = json.loads(""""""[{'type': 'MRWi', 'word_indices': [9]}, {'type': 'MRWi', 'word_indices': [13]}, {'type': 'MRWi', 'word_indices': [19]}]"""""")
print([m['type'] for m in met_type])"
リポジトリ'fnichol/campy'のライブラリ'lib/campy/room.rb'にあるメソッド'Campy.Room.send_message'の機能を説明し、そのメソッドを呼び出すためのPythonコードを1行で書いてください。,"msg = 'message to send'; type = 'TextMessage'; response = requests.post(f'/room/{room_id}/speak.json', json={'message': {'body': msg, 'type': type}})"
データベースの接続情報を表示する,print(db.connection.settings)
単語の重要度を表す確率の配列`word_probas`から、最も重要な単語を3つ表示する,"sorted(word_probas, reverse=True)[:3]"
クラス`Expectacle::Thrower`の`previewed_host_param`メソッドのコードを生成する,"def previewed_host_param
      host_param = @host_param.dup
      enable_mode = @enable_mode
      @enable_mode = false
      host_param[:username] = embed_user_name
      host_param[:password] = embed_password
      host_param[:ipaddr] = embed_ipaddr
      host_param
end"
コマンドラインオプションを解析する,"import argparse
parser = argparse.ArgumentParser()
# パーサにオプションを追加する
args = parser.parse_args()"
ファイル'river.txt'に記述されているリバーネームの中から、'Tapsu'という単語を含むリバーネームを探し出す,"with open('river.txt', 'r') as f:
    for line in f:
        if 'Tapsu' in line:
            print(line)"
リストに格納されているファイル名を表示する,for file in file_list: print(file)
Markdownのテキストからヘッダーをスプリットする,"def splitHeader(content):
    lines = content.split('\n')
    if lines[0].strip():
        return lines[0], lines[1:]"
指定のディレクトリ内の画像ファイルを読み込み、リサイズして保存する,"for file in os.listdir(directory): img = Image.open(os.path.join(directory, file)) img = img.resize((width, height)) img.save(os.path.join(directory, file))"
リポジトリ内の相対パスから、ファイル情報のディクショナリを取得する,"def get_file_info(self, relativePath): relativePath = self.to_repo_relative_path(path=relativePath, split=False) fileName = os.path.basename(relativePath)"
ネストされているリストのフラット化,"import itertools
flattened_list = list(itertools.chain(*nested_list))"
Tumen'という都市の行政の長は誰か,Ruslan Nikolaevich Kukharuk
リストから重複する要素を削除する,list(set(my_list))
リスト`nums`の中から重複する要素を削除する,list(set(nums))
リポジトリ'slideshow-s9/slideshow'の'slideshow-models/lib/slideshow/helpers/capture_helper.rb'にある'Slideshow.CaptureHelper.content_for'関数の説明を表示する,"print(""""""Called in pages and partials to store up content for later use. Takes a\n string and/or a block. First, the string is evaluated, and then the\n block is captured using the capture() helper provided by the template\n languages. The two are concatenat..."""""")"
コンテナラッパーをスタックにプッシュする,containerStack.addFirst(container)
メモリ位置ebp+var_aの内容が0かどうかを比較する,"cmp [ebp+var_a], 0"
Rubyのコンテナレジストリのビルドステップを作成する,"Azure::ContainerRegistry::Mgmt::V2018_02_01_preview.BuildSteps.create(resource_group_name, registry_name, build_task_name, step_name, build_step_create_parameters)"
リストlから、mまたはnで割り切れる数を見つける,"list(filter(lambda x: x % m == 0 or x % n == 0, l))"
文字列`context_1`と`context_2`から、`target_word`の品詞`pos`と位置を抽出する,"print(f'target_word: {target_word}, pos: {pos}, location1: ({target_word_location_1.char_start}, {target_word_location_1.char_end}), location2: ({target_word_location_2.char_start}, {target_word_location_2.char_end})')"
データベースの設定を表示する,print(settings.DATABASES)
二つの線分`lineSegment1`と`lineSegment2`の交点を求める,"def intersect(lineSegment1, lineSegment2):
    x1, y1 = lineSegment1.point1
    x2, y2 = lineSegment1.point2
    x3, y3 = lineSegment2.point1
    x4, y4 = lineSegment2.point2
    
    denom = (x1 - x2) * (y3 - y4) - (y1 - y2) * (x3 - x4)
    if denom == 0:
        return None
    
    px = ((x1 * y2 - y1 * x2) * (x3 - x4) - (x1 - x2) * (x3 * y4 - y3 * x4)) / denom
    py = ((x1 * y2 - y1 * x2) * (y3 - y4) - (y1 - y2) * (x3 * y4 - y3 * x4)) / denom
    return (px, py)"
二つの線分の交点を返す,"def intersect(line1, line2):
    x1, y1 = line1[0]
    x2, y2 = line1[1]
    x3, y3 = line2[0]
    x4, y4 = line2[1]
    
    denom = (x1 - x2) * (y3 - y4) - (y1 - y2) * (x3 - x4)
    if denom == 0:
        return None
    
    x = ((x1 * y2 - y1 * x2) * (x3 - x4) - (x1 - x2) * (x3 * y4 - y3 * x4)) / denom
    y = ((x1 * y2 - y1 * x2) * (y3 - y4) - (y1 - y2) * (x3 * y4 - y3 * x4)) / denom
    return (x, y)"
SCons.Variablesモジュールを使って、リストから選択する変数を定義する,"opts = Variables() opts.AddVariables(('var1', 'description of var1', ['option1', 'option2', 'option3']))"
ロシア語の文字列を解析し、正解の選択肢を出力する,"import json
data = json.loads('{""text"": ""\\u041c\\u043d\\u043e\\u044e \\u0431\\u044b\\u043b\\u0430 \\u043f\\u0440\\u0435\\u0434\\u043b\\u043e\\u0436\\u0435\\u043d\\u0430 \\u0434\\u0440\\u0443\\u0433\\u0430\\u044f \\u043a\\u043e\\u043d\\u0441\\u0442\\u0440\\u0443\\u043a\\u0446\\u0438\\u044f \\u0444\\u0440\\u0430\\u0437\\u044b, \\u..."", ""label"": ""\""correct\"""", ""options"": ""\""['\\u043a\\u043e\\u043d\\u0441\\u0442\\u0440\\u0443\\u043a\\u0446\\u0438\\u044f', '\\u0444\\u0440\\u0430\\u0437\\u044b']\""""}')
print(data['answer'])"
ロシア語のテキスト内で同音異義語の正しい意味を見つける,"options = eval(options)
if reference in options:
    print(reference)
else:
    print(options[0])"
ファイル'utemp.sort'から整数の配列を取得し、その配列の最大値と最小値を表示する,"import numpy as np
a = np.loadtxt('utemp.sort')
print(f'Max: {a.max()}, Min: {a.min()}')"
プロジェクト'qemu'のコミット'69ef1f36b0f882fc5ba9491fb272fa5f83ac1d3d'にある関数'qmp_migrate_set_parameters'の引数を表示する,"print(""void qmp_migrate_set_parameters(bool has_compress_level,\n                                int64_t compress_level,\n                                bool has_compress_threads,\n                                int64_t compress_threads,\n       ..."")"
関数'term_eol'の中身を表示する,"print(""""""static void term_eol(void)\n\n{\n\n    term_cmd_buf_index = term_cmd_buf_size;\n\n}\n"""""")"
データベースの設定を表示する,print(settings.DATABASES)
Rubyのクラスメソッド`Jets::Resource::ApiGateway::BasePath.Role.rest_api_id`を呼び出し、その結果を表示する,print(Jets::Resource::ApiGateway::BasePath.Role.rest_api_id())
リスト'li'をpretty printする,"import pprint
pprint.pprint(li)"
リストの中の素数の合計を計算する,"def sum_of_primes(n):
    primes = [True] * (n + 1)
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            for j in range(i * i, n + 1, i):
                primes[j] = False
    return sum(i for i in range(n + 1) if primes[i])"
ネストされたリスト`nested_list`の中から、特定の文字列`'Dressing to Create Curves'`を含むリストを抽出する,[l for l in nested_list if 'Dressing to Create Curves' in l]
スタックに 16 進数 '0x45525649' を push する,push(0x45525649)
データベースの設定を表示する,print(settings.DATABASES)
ロシアのツルスカヤ州の行政長官は誰か,"print(""Aleksey Dyumin"")"
ファイル名'test.txt'の文字列を変数`content`に読み込む,"with open('test.txt', 'r') as f: content = f.read()"
メンバーの役割を一括で設定する,"def set_roles(role, reason=None):
    role_ids = role_id_array(role)
    API.Server.update_member(self.bot.token, self.server.id, self.user.id, roles=role_ids, reason=reason)"
コンテナの名前と指定のパターンに一致する次のスナップショットのインデックスを返す,"func (c *Cluster) ContainerNextSnapshot(project, name, pattern string) int {
	base := name + shared.SnapshotDelimiter
	length := len(base)
	// 処理ロジックを記述
	return index
}"
カウンターを減らし、カウントが0でない場合にfillラベルにジャンプする,while count > 0: count -= 1 goto fill
リストに含まれる単語の出現頻度を表示する,"from collections import Counter
print(Counter(word_list))"
ツリー`ivt`に、指定された区間`ivl`とその値`val`を持つノードを挿入する,"ivt.Insert(ivl, val)"
GitHubリポジトリのURLを引数として受け取り、リポジトリ内のファイル一覧を出力する,g = Github() repo = g.get_repo(url.split('/')[-2] + '/' + url.split('/')[-1]) for file in repo.get_contents(''): print(file.path)
ファイル'sample.txt'を開き、内容を変数'content'に読み込む,"with open('sample.txt', 'r') as f: content = f.read()"
リスト`card_list`の中から空白のフィールドを見つけ、それを空のタロットカードの位置に移動させる,"for i, card in enumerate(card_list): if card == '': card_list[i] = card_list[-1]; card_list.pop()"
データベースの設定を表示する,print(settings.DATABASES)
リストの要素を昇順に並べ替える,sorted(li)
数値`n`を入力として受け取り、1から`n`までの数字の最小公倍数を求める,"def smallest_multiple(n):
    if n <= 2:
        return n
    i = n * 2
    factors = [num for num in range(n, 1, -1) if i % num == 0]
    while True:
        if all(i % f == 0 for f in factors):
            return i
        i += n"
関数`fill_gv_table`の引数の意味と処理内容を説明してください,"この関数は、256 + 2 * YUVRGB_TABLE_HEADROOM 要素の整数配列を埋めるものです。引数 table は埋めるべき配列、elemsize は要素のサイズ、inc は増分を表します。この関数は、各要素に対して以下の計算を行います:

int off = -(inc >> 9);

これによって、各要素の値が off によってシフトされます。この処理の目的は、YUVからRGBへの変換テーブルを作成することだと考えられます。"
Жаленка-нейを含む河川を特定する,"print([s for s in ['Тверца', 'Волги'] if 'Жаленка' in s])"
クラス`Effigy.ExampleElementTransformer`のメソッド`clone_and_transform_each`の機能を説明し、そのメソッドを1行のPythonコードで実現する,"def clone_and_transform(collection, func): return [func(item) for item in collection]"
"与えられた2次元平面の原点から点(d, 0)までの最小ジャンプ回数を求める関数を書いてください。","def min_Jumps(a, b, d):
    temp = a
    a = min(a, b)
    b = max(temp, b)
    if (d >= b):
        return (d + b - 1) // b
    if (d == 0):
        return 0
    if (d == a):
        return 1
    else:
        return (d + a - 1) // a"
"Малый Улужай - река в России, протекает в Республике Алтай. С какой рекой сливается река, в которую впадает Малый Улужай?",print('Кокса')
スリランカ語の文章を英語に翻訳し、その訳文の単語確率を表示する,"translate = translator.translate(text, src='si', dest='en') print(translate.word_probas)"
ヒンディー語の記事から、英語のURLとセクション名を取得する,"english_urls = json.loads(article.english_url)
print(english_urls)
english_sections = json.loads(article.english_section_name)
print(english_sections)"
ネストされたリスト`xhci`のインターラプタ`intr`の`er_start`と`er_size`を設定する,"intr = xhci.intr[v]
intr.er_start = 0
intr.er_size = 0"
ファイル'test.txt'の内容を読み込み、各行を要素とするリストを作成する,"with open('test.txt', 'r') as f: lines = f.readlines()"
ドキュメント'newstest2019'の'335'番目の文の参照を表示する,print(doc_ref)
ロシアの川「Солоная」が別の川に流れ込む,print('Вятки')
ファイルパス'file_path'の文字列をWindows形式に変換する,"import shlex
result = shlex.quote(file_path)"
StackOverflowの日本語の質問を解決するために、y軸とx軸をラベル付けし、データをプロットする,"plt.figure() plt.xlabel('x') plt.ylabel('y') plt.plot(x, y)"
ディクショナリ`VAR_1`の中から`STRING_1`というキーを持つ要素を`b`という値で更新する,self.VAR_1[STRING_1] = b
ネストされたリスト`li`内の単語の出現頻度を辞書形式で表示する,"from collections import Counter
flat_list = [item for sublist in li for item in sublist]
print(dict(Counter(flat_list)))"
ネストされたリスト`nested_list`の各要素の長さを表示する,[len(x) for x in nested_list]
指定されたメトリクスをキューから取得する,"def get_metrics_data_queue(self, name, queue_name, metric, rollup, filter_expresssion):
    response = self._perform_get(self._get_get_metrics_data_queue_path(name, queue_name, metric, rollup, filter_expresssion))"
データベースの設定を表示する,print(settings.DATABASES)
リストに含まれる単語の数を数える,len(set(word_list))
リストの要素を指定した数だけ右に回転させる,"def rotate_right(lst, m):
  return lst[-m:] + lst[:-m]"
ドキュメントID 'Solar sail'内の'nmt_output'の値を表示する,print(nmt_output)
Obter o nome de todas as classes definidas em um módulo Python,dir(__import__('module_name'))
リストストアを使って、指定された主題に関するフォームをレンダリングする,"def render_forms(store, subject):
    kb.fetcher.nowOrWhenFetched(store.uri, subject, lambda ok, body: ..."
時間の長さを表す自然言語の文字列`str`を受け取り、その時間の長さを表すTimeオブジェクトを返す,"def parse_age(str):
    ord, word = str.split(maxsplit=1)
    ord = int(ord)
    word = word.rstrip('s')
    
    for mag, term in TIME_INTERVALS:
        if term == word:
            return now - timedelta(seconds=ord * mag)
    
    return None"
"Тирасполь является городом, расположенным на левом берегу реки Днестр. Кто является главой администрации этого города?","Dovgopol, Oleg Anatolievich"
"Тирасполь, столица Приднестровской Молдавской Республики, является городом на левом берегу Днестра. Кто является главой администрации в этом городе?",print(mayor_of_tiraspol)
ロシア語の「Урзюмка」という語を含む文字列を変数に格納し、その値を表示する,"text = '""Урзюмка — река в республике Марий Эл и Кировской ...""' 
print(text)"
ロシアの川である'Elbashe'が'Berdya'川に流れ込む,print('Elbashe is a river in Russia that flows into the Berdya river.')
ファイルを出力ストリームにコピーする,"with open(src, 'rb') as fin, open(fileOut, 'wb') as fout: fout.write(fin.read())"
リストの中身を逆順にする,li[::-1]
リストの各要素に数値を割り当てる,"for i, x in enumerate(lst): lst[i] = float(x)"
ファイル'test.txt'の内容を読み込み、各行の最初の2文字を表示する,"with open('test.txt', 'r') as f: for line in f: print(line[:2])"
リストに含まれる文字列をカンマ区切りで表示する,"print(','.join(list))"
リストデータ `product.imprints` から最初のインプリントオブジェクトを取得し、それがnilでない場合は新しいインプリントオブジェクトを作成する,composite = product.imprints.first if not composite.nil? composite = ONIX::Imprint.new() product.imprints << composite end
JAXBElement<TypenHaus>オブジェクトを作成する,"@XmlElementDecl(namespace=""http://www.immobilienscout24.de/immobilientransfer"", name=""TypenHaus"", substitutionHeadNamespace=""http://www.immobilienscout24.de/immobilientransfer"", substitutionHeadName=""TypenHaus"")"
画像`image`内の線の座標を抽出する,extract_from_image(image)
HTML特殊文字を読みやすい文字に置き換える,"def replace_entities(ustring, placeholder=' '):
    def _repl_func(match):
        try:
            if match.group(1):
                # Numeric character reference
                return unichr(int(match.group(1)))
        except ValueError:
            pass
        return placeholder"
ターゲットアドレス`vaddr`に対応するメモリリージョンのセクション`section`を取得し、インデックス`index`を表示する,"section = memory_region_find(env->address_space_memory, vaddr, size) index = section.offset_within_region"
スタックに文字列'0x8223'を追加する,stack.append('0x8223')
カラムのサイズに基づいてテーブルヘッダーを出力する,"def printFieldsHeader(self, f, d):
    fstr = ""Field Name""
    dstr = ""Description""
    f = f'{f:>{len(fstr)}}'
    d = max(d, len(dstr))
    print(f'{fstr:{len(fstr)}} {dstr:{d}}')"
関数`tcg_region_reset_all()`内のコードをPythonで1行で表現する,for i in range(n_tcg_ctxs): tcg_region_initial_reset(i)
座標系`from_proj`から座標系`to_proj`への変換を行う,"from pyproj import Transformer
transformer = Transformer.from_crs(from_proj, to_proj)
x, y = transformer.transform(latitude, longitude)"
座標`lat/lon`をプロジェクション座標に変換する,"latLonToProj(lat, lon, latIndex, lonIndex)"
リスト`points`の中心点を計算する,"import math
def get_center(points):
    x_sum = sum(p.x for p in points)
    y_sum = sum(p.y for p in points)
    return Point(x_sum / len(points), y_sum / len(points))"
リスト`rivers`内に含まれる川の名前を表示する,for river in rivers: print(river)
リストの中からランダムに要素を選択する,"import random
random.choice(my_list)"
パスワードの長さが6文字以上12文字以下、英小文字と数字を含む場合にTrueを返す関数を作成する,"import re
def is_valid_password(password):
    if len(password) < 6 or len(password) > 12:
        return False
    if not re.search(r'[a-z]', password):
        return False
    if not re.search(r'[0-9]', password):
        return False
    return True"
Listează toate verbele neregulate din engleză cu forma de infinitiv,"irregular_verbs = ['be', 'have', 'do', 'say', 'go', 'can', 'will', 'shall', 'may', 'must', 'ought', 'will', 'would', 'should', 'could', 'may', 'might', 'must', 'shall', 'will', 'would']"
グラフの部分グラフを作成する,"def sub_graph(name, attrs={}): graph = component SubGraph, [name], attrs yield graph if block_given() return graph"
ニジニー・ノヴゴロド(ゴーリキーと呼ばれることもある)の立法機関は何ですか?,Городская думы Нижнего Новгорода
URLパスから位置引数と名前付き引数を抽出する,parse_qs(urlparse(url).path)
データベースのテーブル名を取得する,print(connection.introspection.get_table_list(connection.cursor()))
テンプレート内でコンテキストを利用可能なように、pdbのset_traceを実行する,"try:
    import ipdb
    set_trace(context)
except ImportError:
    import pdb
    print(""For best results, pip install ipdb."")
    set_trace(context)"
与えられた文字列`text`を逆順にして表示する,print(text[::-1])
与えられた分数を小数に変換する,"fractions.Fraction(分子, 分母).as_float()"
ファイルシステムにディレクトリを作成し、そのパスを表示する,os.makedirs('new_directory') print(os.path.abspath('new_directory'))
ツイートの文字列`text`から、ハッシュタグを含む単語のリストを取得する,hashtags = [word for word in text.split() if word.startswith('#')]
ファイル'data.json'から'main_text'フィールドの内容を取り出し、その中に含まれる'Мологи'という単語の位置と長さを表示する,"import json
with open('data.json', 'r') as f:
    data = json.load(f)
    text = data['main_text']
    start = text.index('Мологи')
    length = 6
    print(f'Мологи is found at position {start} with length {length}')"
ファイル'test.txt'の内容を読み込み、各行の単語数をカウントしてリストで返す,"with open('test.txt', 'r') as f: return [len(line.split()) for line in f]"
指定された文字列を含むデータベースのエントリを検索する,entries = MyModel.objects.filter(field__contains=string)
データベースのテーブルの列名を取得する,print([col.name for col in Table.__table__.columns])
ヤレヴァン (Yerevan) の立法機関の名称は何ですか?,ヤレヴァン市議会
ヴァルタン・ルベノヴィッチ・グリゴリアンという人物の生年月日と出身地を教えてください。,"Vartan Rubenovič Grigorjan (26 января 1929, Diližan, Армения)"
ドキュメント'test.txt'の内容を表示する,"with open('test.txt', 'r') as f: print(f.read())"
ロシアのチュラ市の行政長官を表示する,print('Евгений Авилов')
ストレージに`bucket`を保存する,"def set(bucket): @queries['set'].execute(bucket.name, bucket.current, bucket.max, bucket.min, bucket.cost)"
バクテリアにインスリンを生成させるためのプロセスを説明する,bacteria.insert(human_insulin_gene)
文字列`ax`の値をメモリ位置`[ebp+22]`に移動する,"mov [ebp+22], ax"
リストに含まれる河川の名称を表示する,for river in river_list: print(river)
ロシア語の記事から、地域の行政長官の名前を抽出してください,"import re
name = re.search(r'[А-Я][а-я]+ [А-Я][а-я]+', main_text).group()"
"Эне-Термотъега (""устар."" Большая Термоть-Ега) и Пывъях (""устар."" Пыв-Ях) - какие реки сливаются?",Пывъях и Эне-Термотъега
カロリー消費の記録を表形式で整理する,"df = pd.DataFrame(activities, columns=['activity', 'calories'])"
ツイートのテキストから特定の単語を含むツイートを抽出する,tweets = [tweet.text for tweet in api.search(q='特定の単語') if '特定の単語' in tweet.text]
ツメニの生年月日と出身地を表示する,"print(f'{viktor_evgenevich_leonenko.birth_date}, {viktor_evgenevich_leonenko.birth_place}')"
ワードリストの各単語を反復処理する,"def each_word(&block):
    if @path:
        with open(@path) as file:
            for line in file:
                yield line.strip()
    elif @words:
        for word in @words:
            yield word"
リスト`instance_variables`の各要素に対して、`@#{name}` という形式の変数名を使って値を設定し、最後にselfを返す,"def set_variables(instance_variables): instance_variables.each {|name, value| instance_variable_set(""@#{name}"", value)} yield(self)"
